Geography,Geographic Area Name,Estimate!!Households!!Median income (dollars),Estimate!!Families!!Median income (dollars),Estimate!!Married-couple families!!Median income (dollars),Estimate!!Nonfamily households!!Median income (dollars),"House Hold Less than $50,000","House Hold $50,000 to $99,999","House Hold $100,000 to $149,999","House Hold $150,000 to $199,999","House Hold $200,000 or more","Families Less than $50,000","Families $50,000 to $99,999","Families $100,000 to 149,999","Families $150,000 to $199,999","Families $200,000 or more","Married-couple Families Less than $50,000","Married-couple Families $50,000 to $99,999","Married-couple Families $100,000 to 149,999","Married-couple Families $150,000 to $199,999","Married-couple Families $200,000 or more","Nonfamily households Less than $50,000","Nonfamily households $50,000 to $99,999","Nonfamily households $100,000 to 149,999","Nonfamily households $150,000 to $199,999","Nonfamily households $200,000 or more",Vote Count,Biden_proportion,average_Biden_proportion
1400000US53007961301,"CensusTract9613.01,ChelanCounty,Washington",71484,88250,91806,-,26.5,39.7,10.2,7.1,16.5,11.4,44.900000000000006,13.4,10.6,19.6,12.4,40.4,14.5,11.5,21.2,57.20000000000001,32.8,0.0,0.0,10.0,1660,[0.6402027  0.44992296],0.5450628305501187
1400000US53007961303,"CensusTract9613.03,ChelanCounty,Washington",66480,91400,92359,34432,41.5,28.700000000000003,20.9,5.7,3.1,25.3,32.3,29.1,8.6,4.7,19.8,31.1,33.1,10.4,5.7,73.80000000000001,24.4,1.8,0.0,0.0,1661,[0.46339114 0.60561798 0.55018939 0.47067449 0.54458599 0.58356417],0.5363371926542609
1400000US53007961304,"CensusTract9613.04,ChelanCounty,Washington",73906,77485,103750,41146,33.5,40.1,16.7,5.3,4.2,22.9,38.7,23.4,8.3,6.6,8.7,39.2,31.8,11.3,9.0,52.4,42.7,4.9,0.0,0.0,1662,"[0.37959184 0.4727955  0.37304965 0.44915254 0.61592506 0.50059737
 0.47598253 0.44742729 0.46883853]",0.4648178116138511
1400000US53009000300,"CensusTract3,ClallamCounty,Washington",32489,54210,82792,22353,59.2,26.2,8.6,1.4,4.4,46.0,33.0,13.6,0.0,7.4,24.9,42.7,24.1,0.0,8.4,86.60000000000001,12.5,0.9,0.0,0.0,611,[0.33333333 0.32220367],0.3277685030606566
1400000US53009000600,"CensusTract6,ClallamCounty,Washington",59453,81386,87169,29235,44.1,29.0,14.2,9.1,3.5,32.7,31.8,19.2,10.7,5.7,23.8,30.9,24.3,13.6,7.3,66.2,25.2,3.0,5.7,0.0,1120,[0.41821743 0.43295019 0.48154815],0.4442385934249024
1400000US53009000700,"CensusTract7,ClallamCounty,Washington",60839,59527,92083,-,44.3,37.1,12.0,5.7,1.0,44.8,34.4,14.9,4.4,1.4,14.5,47.6,27.4,8.0,2.6,62.99999999999999,32.4,0.0,4.7,0.0,1186,[0.54727031 0.50763807 0.55703212],0.5373134980951454
1400000US53009000800,"CensusTract8,ClallamCounty,Washington",55383,64125,72972,36500,47.6,38.1,10.8,1.5,1.9,35.4,45.3,15.5,2.8,1.0,22.7,52.3,19.8,3.8,1.3,71.0,22.3,3.6,0.0,3.1,1354,[0.55168884],0.5516888433981576
1400000US53009000900,"CensusTract9,ClallamCounty,Washington",38250,60625,66806,21473,59.3,28.3,6.0,5.1,1.2,33.9,47.7,11.6,4.2,2.6,18.6,56.0,15.9,5.7,3.6,83.5,9.2,1.2,6.0,0.0,1395,[0.62959472 0.57075472],0.6001747194707734
1400000US53009001000,"CensusTract10,ClallamCounty,Washington",44028,58622,62000,21056,57.6,28.7,11.3,1.5,0.9,39.2,41.900000000000006,13.9,3.1,1.9,17.1,54.3,23.1,2.3,3.1,75.60000000000001,18.1,6.4,0.0,0.0,6,[0.58164642],0.581646423751687
1400000US53009001100,"CensusTract11,ClallamCounty,Washington",51835,74833,96618,26293,48.0,28.0,16.5,4.7,2.9,34.099999999999994,28.3,28.9,5.7,3.0,14.5,36.5,35.8,8.6,4.6,67.9,23.700000000000003,4.0,3.5,0.9,129,[0.60213904 0.55307995],0.5776094925042577
1400000US53009001200,"CensusTract12,ClallamCounty,Washington",52533,85260,92200,31541,48.9,28.8,11.5,6.6,4.2,31.4,34.7,15.5,12.2,6.3,27.8,32.4,18.1,14.3,7.3,68.3,23.200000000000003,6.7,0.0,1.9,222,[0.57321652 0.56394763 0.62001944],0.5857278634769396
1400000US53009001300,"CensusTract13,ClallamCounty,Washington",49934,73304,88688,32380,50.1,29.4,16.1,3.3,1.2,41.9,31.9,21.2,4.2,0.8,30.4,33.7,29.0,5.9,1.1,66.60000000000001,24.8,8.5,0.0,0.0,275,[0.44613711 0.46419753],0.4551673182068539
1400000US53009001400,"CensusTract14,ClallamCounty,Washington",70609,84561,95957,45652,25.5,41.5,19.2,6.4,7.3,15.0,45.1,23.2,8.0,8.7,12.6,41.5,26.6,9.2,10.0,59.2,30.1,6.7,1.3,2.7,299,[0.42694064 0.42156863 0.45901639 0.44858612 0.44661309],0.4405449733638142
1400000US53009001500,"CensusTract15,ClallamCounty,Washington",64306,82614,92800,33466,36.400000000000006,38.7,16.6,4.5,3.8,28.6,42.6,18.2,6.3,4.2,19.9,47.4,19.1,8.3,5.3,61.400000000000006,24.9,13.7,0.0,0.0,311,[0.44973545 0.56775701 0.47272727 0.48686869 0.50312891],0.4960434659632254
1400000US53009001600,"CensusTract16,ClallamCounty,Washington",52073,62618,68750,47258,45.5,36.8,10.5,5.3,1.9,40.2,33.4,15.1,8.3,3.0,31.1,37.5,18.0,9.9,3.5,54.9,42.8,2.4,0.0,0.0,320,[0.498132   0.45098039 0.44044321],0.4631852034781938
1400000US53009001701,"CensusTract17.01,ClallamCounty,Washington",56292,92824,-,26111,39.3,37.6,15.4,7.6,0.0,24.9,33.6,27.7,13.7,0.0,4.9,46.4,27.5,21.2,0.0,73.3,26.700000000000003,0.0,0.0,0.0,330,[0.53467562 0.48703956],0.5108575893252272
1400000US53009001702,"CensusTract17.02,ClallamCounty,Washington",63816,73185,74355,44279,31.5,49.3,12.2,2.2,5.0,24.9,51.1,14.3,3.0,6.7,21.9,52.0,14.9,3.4,7.6,52.39999999999999,47.5,0.0,0.0,0.0,333,[0.6006865  0.625      0.51759364],0.5810933808142228
1400000US53009001800,"CensusTract18,ClallamCounty,Washington",64609,75163,82361,34375,33.800000000000004,32.9,19.3,11.3,2.7,24.6,39.2,21.5,11.4,3.4,16.5,43.7,25.6,10.0,4.1,69.6,13.9,5.4,11.2,0.0,336,[0.45009074 0.54310345 0.45641528],0.4832031571718651
1400000US53009001901,"CensusTract19.01,ClallamCounty,Washington",95170,99583,104238,44853,27.8,29.5,17.6,9.7,15.4,18.8,32.1,17.5,12.2,19.4,13.2,31.700000000000003,19.6,13.7,21.8,62.7,26.9,10.4,0.0,0.0,345,[0.50555556 0.56666667 0.49014455 0.55382775],0.5290486300168851
1400000US53009001902,"CensusTract19.02,ClallamCounty,Washington",63065,79394,83523,39583,35.1,36.9,13.0,14.7,0.2,14.7,46.9,20.7,17.4,0.4,13.2,45.8,21.4,19.1,0.4,69.8,19.9,0.0,10.3,0.0,347,[0.58105647 0.54621849 0.55745721 0.53923541],0.5559918947215279
1400000US53009002001,"CensusTract20.01,ClallamCounty,Washington",45446,68869,71635,36607,51.0,31.200000000000003,15.0,1.8,1.0,32.8,36.8,24.5,3.9,2.0,28.9,37.9,26.8,4.2,2.2,67.2,26.2,6.5,0.0,0.0,363,[0.59533898 0.56894244],0.5821407097315816
1400000US53009002002,"CensusTract20.02,ClallamCounty,Washington",59079,73657,92708,35060,40.7,31.2,14.9,4.0,9.3,29.2,32.1,17.8,9.9,11.1,24.0,32.6,19.5,9.7,14.2,60.4,29.6,9.9,0.0,0.0,365,[0.60728745 0.55402542 0.57807653],0.5797964661525391
1400000US53009002100,"CensusTract21,ClallamCounty,Washington",34663,49366,62619,19813,69.6,18.2,8.8,1.1,2.1,52.2,31.7,8.7,2.5,4.8,43.0,33.3,10.6,4.4,8.6,87.2,10.4,2.4,0.0,0.0,401,[0.56102362],0.5610236220472441
1400000US53009002301,"CensusTract23.01,ClallamCounty,Washington",42431,46756,47381,25417,62.2,28.0,5.9,2.3,1.7,54.3,36.2,3.7,3.4,2.4,52.900000000000006,36.4,4.2,3.8,2.7,79.2,10.2,10.5,0.0,0.0,455,[0.56336261 0.56666667],0.5650146382266834
1400000US53009002302,"CensusTract23.02,ClallamCounty,Washington",65703,83977,77250,55855,36.7,28.4,22.3,3.2,9.4,35.7,30.6,26.4,1.9,5.3,37.2,25.0,28.6,2.4,6.8,42.400000000000006,28.5,11.4,0.0,17.7,456,[0.5245283  0.4739777  0.52302632 0.51009421],0.5079066313737415
1400000US53009002400,"CensusTract24,ClallamCounty,Washington",52159,69417,81761,26230,49.2,30.0,13.6,2.8,4.5,35.8,39.4,18.4,3.0,3.3,25.3,43.2,23.9,4.2,3.4,72.60000000000001,16.3,3.8,1.1,6.2,478,[0.82084095 0.55108359 0.41964286 0.26361032 0.28688525 0.2961165 ],0.4396965775093724
1400000US53011040101,"CensusTract401.01,ClarkCounty,Washington",77227,91063,98397,35750,29.1,34.5,17.8,15.3,3.4,21.200000000000003,36.3,21.8,18.3,2.6,16.5,35.6,24.9,20.0,3.0,66.9,25.8,1.9,4.3,1.1,785,"[0.30755396 0.4684432  0.27749361 0.22862823 0.22679045 0.32356858
 0.19128329]",0.2891087586406451
1400000US53011040102,"CensusTract401.02,ClarkCounty,Washington",74766,80521,82153,32321,31.1,33.0,15.6,10.5,9.7,25.7,36.5,17.7,12.2,7.8,24.3,36.6,19.6,11.0,8.7,70.4,11.7,0.0,0.0,17.9,786,[0.21538462 0.30138249 0.22241681 0.25816485],0.2493371921820974
1400000US53011040201,"CensusTract402.01,ClarkCounty,Washington",99004,117857,127065,32336,26.4,24.5,20.5,19.3,9.2,18.4,27.700000000000003,20.7,22.9,10.3,17.6,23.9,21.6,26.0,10.9,63.50000000000001,16.599999999999998,19.9,0.0,0.0,788,"[0.30510315 0.53277545 0.27692308 0.52710843 0.32753623 0.46354566
 0.43965517 0.40909091 0.40501044]",0.4096387253712987
1400000US53011040202,"CensusTract402.02,ClarkCounty,Washington",87188,91066,91988,38523,22.5,39.1,18.6,11.2,8.7,15.4,44.3,19.4,10.5,10.3,15.7,42.1,20.4,11.0,10.8,61.400000000000006,17.0,12.1,9.3,0.0,789,[0.34513274 0.29355149 0.28317152],0.3072852520724958
1400000US53011040203,"CensusTract402.03,ClarkCounty,Washington",98508,101481,106383,54125,23.3,27.7,26.4,13.2,9.3,19.700000000000003,28.0,26.2,15.5,10.5,14.7,29.1,29.2,17.3,9.8,47.7,32.1,16.2,4.0,0.0,790,[0.37304965 0.44915254 0.32572777 0.4346378  0.35992024 0.24795082],0.365073136992635
1400000US53011040301,"CensusTract403.01,ClarkCounty,Washington",111667,133681,141250,-,18.4,29.200000000000003,15.9,13.7,22.8,15.1,28.0,16.0,17.4,23.5,8.200000000000001,29.8,17.1,20.3,24.6,43.0,21.1,15.3,0.0,20.4,792,[0.46052632 0.41313559 0.4       ],0.4245539696699376
1400000US53011040303,"CensusTract403.03,ClarkCounty,Washington",103440,109211,113214,56421,21.9,24.9,34.7,6.7,11.9,16.4,17.2,40.6,9.3,16.5,14.1,16.1,42.7,9.8,17.3,35.8,44.8,19.4,0.0,0.0,793,[0.47777778 0.55154639 0.47050938 0.51886792 0.50443262],0.5046268203100297
1400000US53011040304,"CensusTract403.04,ClarkCounty,Washington",127206,129778,133083,51875,9.5,25.5,29.3,16.7,19.0,5.2,19.7,31.4,21.4,22.5,5.2,17.200000000000003,32.3,22.0,23.2,25.1,57.2,11.4,0.0,6.3,794,[0.52739726 0.125      0.6091314  0.50066756],0.4405490550335839
1400000US53011040305,"CensusTract403.05,ClarkCounty,Washington",86424,90689,91054,58839,14.2,54.5,20.1,6.0,5.2,8.6,55.5,21.1,8.0,6.8,8.9,53.400000000000006,22.1,8.4,7.2,31.4,55.0,13.5,0.0,0.0,795,[0.54703196 0.51877608 0.57199211 0.44684385],0.5211610014076298
1400000US53011040403,"CensusTract404.03,ClarkCounty,Washington",94500,101607,103938,45203,23.6,30.4,32.8,5.2,7.9,13.4,31.8,38.0,6.6,10.0,13.3,25.9,42.4,6.8,11.7,60.8,29.200000000000003,10.1,0.0,0.0,797,[0.42857143 0.34140715 0.375      0.33586957 0.46412884],0.3889953976445532
1400000US53011040407,"CensusTract404.07,ClarkCounty,Washington",81176,83289,84351,39688,27.5,44.7,18.1,5.2,4.6,18.9,51.8,18.2,6.4,4.6,13.1,53.3,20.6,7.4,5.5,62.3,21.4,10.7,1.4,4.3,798,[0.44034707 0.35021097 0.40350877 0.50787402],0.4254852074313763
1400000US53011040408,"CensusTract404.08,ClarkCounty,Washington",110000,111989,120292,59375,9.2,30.4,33.4,17.6,9.3,7.1,30.8,36.6,15.0,10.5,3.6,30.1,38.2,17.2,10.8,26.6,45.6,8.2,19.7,0.0,799,[0.33536585 0.35483871 0.40909091 0.34325397 0.5443038 ],0.3973706476298375
1400000US53011040409,"CensusTract404.09,ClarkCounty,Washington",106150,109583,110000,90288,15.6,32.3,30.1,13.0,8.9,13.3,30.4,30.8,15.2,10.4,12.7,29.3,28.0,17.8,12.2,30.200000000000003,43.7,26.1,0.0,0.0,800,[0.3818408  0.56538462 0.57322654 0.58317215],0.525906025757219
1400000US53011040411,"CensusTract404.11,ClarkCounty,Washington",70640,79400,105625,49167,36.0,34.900000000000006,22.0,1.9,5.4,24.9,32.7,29.3,2.5,10.5,8.2,41.1,31.0,3.9,15.8,50.1,35.9,12.6,1.3,0.0,801,[0.62987887],0.629878869448183
1400000US53011040412,"CensusTract404.12,ClarkCounty,Washington",89500,115015,118954,55243,25.3,30.1,23.0,12.4,9.1,17.6,26.4,27.4,16.7,11.8,12.7,26.0,27.6,19.4,14.2,48.8,39.400000000000006,11.8,0.0,0.0,802,[0.56445461 0.52176871],0.5431116611404287
1400000US53011040413,"CensusTract404.13,ClarkCounty,Washington",71591,78073,83750,32370,34.5,34.6,22.2,4.3,4.3,24.8,37.6,26.0,6.3,5.3,28.5,30.5,31.3,7.2,2.6,60.7,23.9,13.4,0.0,2.0,803,[0.37959184 0.4727955  0.42761693 0.23741007 0.38709677],0.380902221311954
1400000US53011040414,"CensusTract404.14,ClarkCounty,Washington",95056,94494,108935,50724,20.1,33.4,27.1,10.7,8.7,18.0,36.4,29.7,10.1,5.7,11.0,33.7,35.9,12.4,7.0,47.7,15.0,8.2,10.7,18.5,804,[0.3542024  0.4147795  0.28923077 0.36708861 0.296875  ],0.3444352555203942
1400000US53011040415,"CensusTract404.15,ClarkCounty,Washington",73650,84875,87862,41726,29.6,41.6,21.8,6.6,0.4,25.2,42.2,25.0,7.4,0.0,23.5,37.900000000000006,29.6,8.9,0.0,51.5,33.1,10.6,3.2,1.6,805,[0.75       0.33510638 0.33333333],0.4728132387706856
1400000US53011040416,"CensusTract404.16,ClarkCounty,Washington",112606,102127,108750,101528,12.0,31.8,26.5,17.3,12.5,10.3,33.900000000000006,24.3,19.3,12.2,10.2,30.6,25.8,20.0,13.4,28.1,18.9,44.9,0.0,8.1,806,[0.36266094 0.40373134 0.35827465],0.3748889784589715
1400000US53011040504,"CensusTract405.04,ClarkCounty,Washington",98929,102835,106944,71250,15.0,35.8,24.4,10.5,14.3,11.1,34.7,26.9,11.7,15.6,12.0,34.1,24.7,12.5,16.7,35.6,41.4,11.3,4.2,7.5,808,"[0.43960396 0.32875    0.19806763 0.30102041 0.41425819 0.38040042
 0.33488372]",0.3424263332372505
1400000US53011040505,"CensusTract405.05,ClarkCounty,Washington",120347,128854,127865,40625,19.6,19.5,23.6,19.4,18.0,13.0,19.3,27.9,21.6,18.1,12.1,20.5,29.6,22.3,15.5,55.9,16.4,7.2,3.0,17.6,809,"[0.43318486 0.32883241 0.29384437 0.4068323  0.36016371 0.25731895
 0.4237037  0.36793893]",0.3589774031338507
1400000US53011040507,"CensusTract405.07,ClarkCounty,Washington",57279,60521,72500,39688,36.2,46.5,9.7,4.2,3.5,29.599999999999994,49.8,11.8,5.8,3.0,16.3,57.400000000000006,16.9,6.1,3.3,58.8,34.1,2.4,0.0,4.7,810,[0.44680851 0.47186147],0.4593349912498848
1400000US53011040510,"CensusTract405.10,ClarkCounty,Washington",104219,116023,141400,70170,23.000000000000004,26.0,14.2,13.4,23.5,18.0,24.6,17.4,12.2,27.7,12.4,21.7,19.3,14.2,32.4,42.9,33.7,1.1,18.9,3.5,811,[0.39028476 0.49892473 0.4748538 ],0.4546877631571047
1400000US53011040511,"CensusTract405.11,ClarkCounty,Washington",122292,121667,126136,124643,16.0,20.3,24.6,15.1,24.1,15.5,19.700000000000003,26.4,11.9,26.5,11.6,19.8,29.2,12.1,27.3,38.5,5.2,12.5,36.5,7.3,812,[0.46418605 0.39505119],0.4296186205254385
1400000US53011040512,"CensusTract405.12,ClarkCounty,Washington",106471,105368,115652,-,13.4,31.4,29.0,14.7,11.6,7.6,37.2,24.8,16.5,13.8,1.6,37.0,27.7,18.4,15.4,43.6,0.0,51.3,5.1,0.0,813,[0.46974063 0.45905707],0.4643988529830307
1400000US53011040513,"CensusTract405.13,ClarkCounty,Washington",105550,107271,107021,66023,16.299999999999997,31.0,31.2,8.6,12.9,11.6,31.7,32.6,9.2,14.9,11.9,31.3,30.4,10.0,16.3,35.0,33.4,20.5,6.3,4.9,814,[0.48275862 0.4219554 ],0.4523570118885669
1400000US53011040603,"CensusTract406.03,ClarkCounty,Washington",116927,131641,135519,71705,15.4,22.200000000000003,32.4,11.8,18.2,8.6,25.3,31.4,15.0,19.6,5.4,24.3,33.9,16.4,20.0,42.4,21.6,23.1,0.0,13.0,815,[0.42650334 0.40290381],0.4147035760047534
1400000US53011040604,"CensusTract406.04,ClarkCounty,Washington",93098,93618,94930,65372,16.0,43.5,22.8,10.9,6.7,14.0,45.400000000000006,20.8,13.3,6.6,9.9,44.1,23.0,14.7,8.4,32.9,35.7,23.9,0.0,7.6,816,[0.4882227  0.46649485 0.42755344 0.52525253],0.4768808782166694
1400000US53011040605,"CensusTract406.05,ClarkCounty,Washington",88984,124978,145147,58439,22.4,29.0,16.0,16.0,16.5,19.9,19.8,21.3,20.0,19.0,14.3,21.4,20.0,22.8,21.4,31.0,54.6,5.0,4.2,5.2,817,[0.50451264 0.65359477 0.55748553 0.36089239],0.519121330074949
1400000US53011040608,"CensusTract406.08,ClarkCounty,Washington",126724,129922,148971,77031,12.7,23.6,22.3,12.6,28.7,8.2,23.0,23.0,13.5,32.3,4.2,21.2,25.3,13.9,35.5,37.6,30.9,16.3,5.6,9.5,818,[0.31707317 0.5455259  0.56466877 0.4566474 ],0.4709788104901215
1400000US53011040609,"CensusTract406.09,ClarkCounty,Washington",154487,160625,166026,-,7.699999999999999,15.6,23.8,25.7,27.2,5.5,12.4,26.1,27.0,29.1,6.0,11.0,21.6,29.2,32.2,33.0,51.4,8.8,0.0,6.6,819,[0.58126195 0.57492931 0.54696133],0.5677175294078326
1400000US53011040610,"CensusTract406.10,ClarkCounty,Washington",143643,151534,159559,89205,9.6,20.6,22.8,20.8,26.1,4.6,21.5,22.4,22.8,28.7,2.5,19.4,22.4,25.3,30.4,35.0,23.0,23.0,5.2,13.6,820,[0.60171569],0.6017156862745098
1400000US53011040703,"CensusTract407.03,ClarkCounty,Washington",82163,75738,100282,74556,26.3,29.4,26.2,16.4,1.6,29.700000000000003,29.4,30.0,9.6,1.5,25.700000000000003,23.700000000000003,37.1,11.6,1.9,22.8,39.400000000000006,14.1,22.0,1.7,822,[0.48888889 0.4468989  0.48893572],0.4749078353994498
1400000US53011040706,"CensusTract407.06,ClarkCounty,Washington",58958,54500,75085,51250,45.7,35.5,16.1,2.1,0.6,47.400000000000006,32.6,15.7,3.4,1.0,32.8,34.3,25.3,5.9,1.7,49.9,38.2,11.7,0.0,0.0,823,[0.47576099 0.45331529],0.464538141520962
1400000US53011040707,"CensusTract407.07,ClarkCounty,Washington",73534,78605,87153,44074,31.4,33.6,23.3,8.6,3.0,30.2,36.4,24.2,5.6,3.5,24.200000000000003,33.5,29.0,9.3,3.9,53.400000000000006,14.6,24.0,6.3,1.7,824,[0.50197239],0.5019723865877712
1400000US53011040709,"CensusTract407.09,ClarkCounty,Washington",87242,96987,104933,54261,17.8,43.6,19.6,14.2,4.9,15.8,37.1,25.8,15.4,5.8,5.8,38.7,29.2,19.9,6.5,44.1,51.5,4.3,0.0,0.0,825,[0.40837696 0.47103275 0.42834646],0.4359187218785461
1400000US53011040711,"CensusTract407.11,ClarkCounty,Washington",71164,77824,87500,-,33.2,32.5,23.4,7.7,3.2,23.6,44.4,29.2,1.0,1.8,18.3,44.400000000000006,34.1,1.2,2.2,56.4,3.4,9.1,24.3,6.8,826,[0.50482315],0.5048231511254019
1400000US53011040712,"CensusTract407.12,ClarkCounty,Washington",87393,88500,88836,51382,24.6,37.400000000000006,22.6,6.3,9.1,20.9,39.6,22.0,6.5,11.0,19.4,40.6,20.5,6.9,12.6,47.1,30.7,21.4,0.0,0.8,827,[0.45410628 0.45272867 0.4636234 ],0.4568194485322245
1400000US53011040713,"CensusTract407.13,ClarkCounty,Washington",119353,124638,129000,100368,17.9,17.799999999999997,31.1,14.9,18.3,12.0,19.8,30.3,20.4,17.4,10.2,19.7,30.7,21.3,18.1,38.1,11.0,33.8,0.0,17.1,828,[0.53241078 0.44178082],0.487095800616588
1400000US53011040714,"CensusTract407.14,ClarkCounty,Washington",54663,61493,94648,40977,45.2,30.2,10.5,13.1,1.0,40.7,29.4,12.6,16.1,1.2,17.2,34.099999999999994,18.6,30.0,0.0,72.9,21.4,5.7,0.0,0.0,829,[0.54713494 0.50574713],0.5264410308708862
1400000US53011040715,"CensusTract407.15,ClarkCounty,Washington",102907,102852,104766,-,21.8,26.0,38.9,9.0,4.4,10.7,35.1,37.0,11.7,5.5,9.8,32.6,38.8,12.7,6.0,43.8,7.6,44.8,3.8,0.0,830,[0.38519924 0.68965517 0.47619048 0.33333333 0.48243243 0.38285714],0.4582779663689826
1400000US53011040803,"CensusTract408.03,ClarkCounty,Washington",81387,97974,106701,48375,29.200000000000003,29.9,25.0,9.5,6.3,19.4,32.4,25.3,13.8,9.0,13.2,32.6,27.8,16.1,10.4,52.0,26.7,18.7,1.2,1.4,832,[0.54591837 0.54465162 0.59360731],0.5613924308391852
1400000US53011040806,"CensusTract408.06,ClarkCounty,Washington",92630,101447,114886,-,22.5,36.7,28.0,7.5,5.3,16.9,32.5,36.8,8.3,5.6,11.8,29.4,41.9,10.1,6.8,40.7,48.1,8.6,0.0,2.7,833,[0.46313364 0.47984267],0.4714881575429677
1400000US53011040808,"CensusTract408.08,ClarkCounty,Washington",68580,73977,90313,46786,34.7,31.0,20.3,8.8,5.2,30.0,31.0,24.2,12.3,2.6,22.4,35.0,25.6,13.2,3.8,51.0,31.3,12.1,0.0,5.5,834,[0.38461538 0.48143852],0.4330269498482956
1400000US53011040809,"CensusTract408.09,ClarkCounty,Washington",70147,66943,71800,56679,31.5,41.3,13.3,11.1,2.7,32.5,41.5,8.3,13.9,3.6,24.2,43.5,10.7,16.9,4.7,34.3,46.2,16.5,3.1,0.0,835,[0.61666667 0.56974249],0.5932045779685264
1400000US53011040810,"CensusTract408.10,ClarkCounty,Washington",82031,116793,126891,47841,27.7,28.1,28.6,13.6,2.1,16.299999999999997,28.4,33.5,18.8,3.0,8.4,23.6,40.1,24.1,3.9,52.3,30.3,15.0,2.4,0.0,836,[0.58161157 0.55840456 0.61955556],0.586523894736016
1400000US53011040811,"CensusTract408.11,ClarkCounty,Washington",102417,107969,118958,-,25.5,21.9,27.4,17.9,7.3,24.200000000000003,18.9,29.6,19.4,7.9,17.3,20.5,31.8,21.6,8.8,41.4,58.6,0.0,0.0,0.0,837,[0.52649573 0.5136612  0.54223744],0.5274647905346311
1400000US53011040812,"CensusTract408.12,ClarkCounty,Washington",100778,104904,107439,-,19.0,28.200000000000003,26.6,17.2,9.0,12.9,26.0,30.5,18.8,11.8,8.4,25.3,32.8,20.6,12.9,43.4,31.2,13.6,11.8,0.0,838,[0.50683371 0.47035573 0.46501329 0.51141553 0.47149461],0.4850225725010444
1400000US53011040904,"CensusTract409.04,ClarkCounty,Washington",66264,65875,86339,65106,37.2,29.7,19.2,10.6,3.3,35.5,29.4,20.9,10.1,4.0,27.3,27.0,27.3,13.2,5.2,44.2,29.1,13.5,11.4,1.8,840,[0.46339114 0.60561798 0.59049774 0.59669582 0.56936416],0.5651133669843041
1400000US53011040905,"CensusTract409.05,ClarkCounty,Washington",79265,108661,119583,-,29.6,30.0,13.8,12.7,13.8,16.3,27.3,20.1,16.6,19.5,10.9,27.3,19.4,19.1,23.2,65.60000000000001,30.9,2.3,0.0,1.4,841,[0.5009901  0.63100437 0.46112311 0.56349206],0.5391524098663449
1400000US53011040907,"CensusTract409.07,ClarkCounty,Washington",141058,148882,151500,41510,14.7,15.7,23.3,15.3,31.0,9.1,16.0,25.3,16.7,32.8,4.6,17.5,24.6,17.4,35.9,62.2,10.2,17.9,5.6,4.2,842,[0.50243112 0.45454545 0.6011236  0.55501814 0.59754738 0.56363636],0.5457170083342632
1400000US53011040908,"CensusTract409.08,ClarkCounty,Washington",121250,125125,134559,-,21.2,13.8,30.6,13.9,20.6,15.1,12.7,37.7,18.8,15.8,13.2,12.0,36.1,21.0,17.7,36.0,16.6,13.4,2.0,32.1,843,[0.5        0.59981768 0.43875278 0.5443299  0.60096154 0.60365369],0.5479192662224891
1400000US53011040909,"CensusTract409.09,ClarkCounty,Washington",91794,107647,120511,43359,26.0,28.7,18.1,14.7,12.4,14.7,29.200000000000003,23.6,15.7,16.8,14.1,27.700000000000003,19.0,17.5,21.7,53.9,25.2,8.4,10.0,2.5,844,[0.54458599 0.58356417 0.58309249],0.5704142154673847
1400000US53011040910,"CensusTract409.10,ClarkCounty,Washington",112752,114321,115283,33750,16.4,26.5,38.0,10.5,8.5,4.0,32.099999999999994,42.1,11.8,10.0,4.5,27.2,44.7,13.2,10.4,58.4,21.5,10.5,6.1,3.6,845,[0.53846154 0.55359877],0.546030156673342
1400000US53011041003,"CensusTract410.03,ClarkCounty,Washington",80050,92200,92921,55156,26.5,40.7,20.8,7.2,4.7,16.8,46.8,22.2,7.5,6.7,14.8,48.2,21.5,8.2,7.3,46.7,27.1,18.3,6.7,1.2,850,[0.64599483 0.68917346 0.49281609 0.68158169 0.54257426],0.6104280649347713
1400000US53011041005,"CensusTract410.05,ClarkCounty,Washington",46667,49000,65083,43409,54.1,38.9,5.0,2.0,0.0,51.2,41.3,6.0,1.5,0.0,38.0,51.9,7.8,2.3,0.0,58.1,36.8,3.6,1.4,0.0,851,[0.46808511 0.68794326 0.36       0.63201912 0.48554913 0.40425532],0.5063086561302205
1400000US53011041007,"CensusTract410.07,ClarkCounty,Washington",71480,69591,96994,63527,31.300000000000004,43.3,13.5,5.7,6.2,29.8,47.9,13.3,4.2,4.8,25.3,42.1,18.6,6.9,7.2,37.5,31.6,14.0,9.4,7.6,852,[0.6677116  0.6461794  0.6402027  0.44992296],0.6010041654599185
1400000US53011041008,"CensusTract410.08,ClarkCounty,Washington",101154,108893,116765,65673,20.2,29.200000000000003,23.7,16.7,10.3,15.5,29.5,24.0,20.4,10.7,14.9,25.9,25.5,22.1,11.6,45.8,33.6,13.3,4.1,3.3,853,[0.61592506 0.50059737 0.47598253 0.40897756 0.57632399 0.56309148],0.5234829981937872
1400000US53011041009,"CensusTract410.09,ClarkCounty,Washington",52763,71510,82288,29978,49.2,26.5,15.7,3.9,4.6,32.4,35.5,20.1,6.6,5.4,23.2,32.0,25.3,10.8,8.8,76.4,13.5,8.8,1.3,0.0,854,[0.55018939 0.47067449 0.60860656],0.5431568127066541
